00001740-v	หายใจ	หายใจเข้าออก
00100410-v	หมุน	หมุนตัว
00100551-v	ทำกายบริหาร	ทำให้เอ็กเซอร์ไซส์	บริหารร่างกาย
00100905-v	วอร์ม	วอร์มอัพ	อบอุ่นร่างกาย
00101191-n	การบรรเลงดนตรี	การเล่นดนตรี	การเล่นเครื่องดนตรี
00101277-v	ทำให้แข็งแกร่ง	ทำให้แข็งแรง
00101434-v	เหยียด	เหยียดออก
00101629-v	ตด	ผายลม
00101956-v	ขาก	ถุย	ถ่ม	บ้วน
00102303-v	บ้วน	พ่น
00102374-n	การเล่นแจม	แจมเซสชั่น
00102457-n	อัตโนมัติกรรม	เครื่องจักรกล
00102586-v	ทำอันตราย	เป็นอันตราย
00102736-r	ก่อนอื่น	เป็นครั้งแรก
00102791-v	น้ำลายสอ	น้ำลายหก	น้ำลายไหล
00102974-v	น้ำลายยืด	น้ำลายไหลยืด
00103194-r	ตอนเริ่มต้น	ตอนแรก	ทีแรก	ที่จุดสตาร์ท
00103291-n	การปล่อยเรือ	การปล่อยเรือลงน้ำ
00103317-v	กลายเป็นสีแดง	หน้าแดง	เปลี่ยนเป็นสีแดง
00103419-n	การปล่อยจรวด	การยิงจรวด
00103619-v	หน้าซีด	หน้าซีดเผือด	หัวหด
00103834-n	การขับ	การผลักดัน
00103953-a	ที่มีความหมายเดียว	ที่มีหนึ่งความหมาย
00104147-v	ตากแดด	นอนอาบแดด	ผึ่งแดด	อาบแดด
00104528-r	อย่างมาก	อย่างมากที่สุด
00104539-n	การขว้าง	การปา	การเขวี้ยง
00104667-v	กระจาย	กระจายทั่วร่าง	กระจายไปตามส่วนต่างๆ
00104868-v	ขับ	ปล่อย
00104942-a	ทะเยอทะยานอย่างสูง	ที่มีความทะเยอทะยานสูง
00105333-v	ขับกลิ่น	ปล่อยกลิ่น
00105341-r	ทันที	อย่างรวดเร็ว
00105820-n	การจ่ายบอล	การผ่านบอล	การส่งบอล
00106272-n	การขว้างลูก	การขว้างลูกเบสบอล
00106412-v	หายใจไม่ออก	อึดอัด
00106456-a	หรอมแหรม	โหรงเหรง
00106592-v	สวมเสื้อคลุม	ใส่เสื้อคลุม
00106843-v	ทำตัวเหลวไหล	ทำตัวไร้สาระ
00106888-n	การขว้างอย่างรวดเร็ว	การขว้างเร็ว
00106960-v	ขับชน	ขับรถชน	ชน	พุ่งชน
00107110-v	น้ำหนักขึ้น	น้ำหนักเพิ่ม
00107230-r	อย่างน่าสังเกต	โดยผิดปกติ
00107231-v	เรียก	เรียกให้ตื่น
00107468-v	ดูเหมือนจะ	ดูเหมือนจะทำบางสิ่ง	เหมือนเริ่มจะ
00107739-v	ทำให้กระดูกหัก	หัก
00107943-v	กระดูกหัก	กระดูกแตก	หัก
00108303-v	หัก	แตก
00108475-v	ขึ้น	งอก
00108747-v	พลีกาย	มอบกาย	มอบเรือนร่าง	ยอม
00109660-v	กลายสภาพ	เปลี่ยน
00110286-r	อย่างถ่อมตน	อย่างเจียมตัว
00110659-r	กลางแจ้ง	ข้างนอก
00112090-r	อย่างเงียบขรึม	อย่างเงียบเชียบ
00112601-r	สดๆร้อนๆ	เมื่อเร็วๆนี้
00112674-n	การกด	การกดลง	การเคาะ
00112828-n	การคลิกเมาส์	เสียงกดปุ่ม
00112843-r	อีกครั้ง	ใหม่
00113853-v	ทำให้ป่าเถื่อน	ป่าเถื่อน
00114291-v	กลายเป็นคาราเมล	ทำให้เป็นคาราเมล	เปลี่ยนเป็นคาราเมล
00114481-v	ทำให้เป็นพิกเซล	เปลี่ยนเป็นพิกเซล
00115157-v	กลายเป็น	เปลี่ยน	แปลง
00115500-n	การกระชาก	การกระตุก
00115667-n	การดึง	การลาก
00116079-v	เปลี่ยนเป็นปุ๋ยอินทรีย์	เปลี่ยนเป็นฮิวมัส
00116203-v	ทำให้เป็นกริยา	เปลี่ยนเป็นกริยา
00116376-n	การยก	การยกขึ้น
00116496-v	กลายเป็นสปอร์	เปลี่ยนเป็นสปอร์
00116619-v	ทำให้เป็นนวนิยาย	เขียนเป็นนวนิยาย	เปลี่ยนเป็นนวนิยาย
00116705-r	ด้วยส่วนรวม	ด้วยแผนส่วนรวม
00117372-r	เกิน	เกินไป
00117620-r	หลังจากนั้น	แล้วก็
00118552-n	การขาก	การถุยน้ำลาย	การถ่มน้ำลาย	การบ้วนน้ำลาย
00118733-n	การอวก	การอาเจียน
00119210-n	การอาเจียนเป็นเลือด	การอาเจียนเป็นโลหิต
00119568-n	การกระโจน	การกระโดด
00119873-v	กลายพันธุ์	ผ่าเหล่า	ผ่าเหล่าผ่ากอ
00120095-v	ฟอกเลือด	ฟอกโลหิต
00120784-a	ที่ไม่ทราบชื่อ	นิรนาม
00123018-v	อยู่ชานเมือง	อยู่นอกเมือง
00125078-v	มวน	ม้วน
00125289-v	มวน	ม้วน
00126143-v	ล้าน	โกร๋น	โล้น
00126264-v	ทำให้เปลี่ยน	ทำให้เปลี่ยนแปลง	เปลี่ยน	เปลี่ยนแปลง
00126886-n	การเล่นตำแหน่งผู้รับลูก	การเล่นตำแหน่งแคตเชอร์
00127021-n	การตีกอล์ฟ	การเล่นกอล์ฟ
00127137-a	ก่อน	เก่า
00127151-n	การเล่นตำแหน่งผู้ขว้างลูก	การเล่นตำแหน่งพิตเชอร์
00127531-n	การทำดีที่สุด	ผลดีที่สุด
00127672-n	การทำแย่ที่สุด	ผลแย่ที่สุด
00129788-r	ราวกับใช้เวทย์มนตร์	อย่างกับเนรมิต
00130432-r	อย่างมืออาชีพ	อย่างมือโปร
00131485-n	การโหม่ง	การโหม่งลูก
00132532-r	อย่างกับนรก	อย่างระยำ
00133160-n	การตบด้วยหลังมือ	การแบ็กแฮนด์
00133567-n	การฟาดด้วยกระดาน	การฟาดด้วยแผ่นกระดาน
00134574-n	การหวดแส้	การเฆี่ยน	การเฆี่ยนด้วยแส้
00134780-n	การชก	การต่อย
00134898-v	กลายเป็นด่าง	เป็นด่าง
00135311-n	การทิ่ม	การแทง
00135504-n	การชกตอบ	การชกสวน	การชกโต้กลับ
00135799-n	การชกหมัดฮุค	การใช้หมัดฮุค	หมัดฮุค
00135952-n	การแย็บ	การใช้หมัดแย็บ
